qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,gene_seq,Gene_norm,organism,GeneID
APHAN_134.Contig_94,NZ_LAHB01000007.1:c37334-36204,76.357,1087,238,15,211,1286,1079,1,2.2e-161,566,NZ_LAHB01000007.1:c37334-36204 recF [organism=Nostoc linckia z6] [GeneID=57092948] [chromosome=],recF,Nostoc linckia z6,57092948
APHAN_134.Contig_95,NZ_JACJTO010000005.1:73734-75203,99.184,1470,12,0,8157,9626,1470,1,0,2649,NZ_JACJTO010000005.1:73734-75203 H6G44_RS03880 [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217112] [chromosome=],H6G44_RS03880,Aphanizomenon flos-aquae FACHB-1287,78217112
APHAN_134.Contig_95,NZ_KE384604.1:24243-25682,80.85,1436,265,10,8196,9626,1431,1,0,1120,NZ_KE384604.1:24243-25682 ACIR131C_RS0108635 [organism=Dolichospermum circinale AWQC131C] [GeneID=78012631] [chromosome=],ACIR131C_RS0108635,Dolichospermum circinale AWQC131C,78012631
CYANO_106.Contig_1,NZ_CP065936.1:c2460808-2459912,96.321,897,33,0,80965,81861,1,897,0,1474,NZ_CP065936.1:c2460808-2459912 recO [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92781376] [chromosome=],recO,Cylindrospermopsis raciborskii Cr2010,92781376
CYANO_106.Contig_2,NZ_CP065936.1:c230552-228069,95.1,2490,116,1,2835,5324,2484,1,0,3917,NZ_CP065936.1:c230552-228069 recG [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92779350] [chromosome=],recG,Cylindrospermopsis raciborskii Cr2010,92779350
CYANO_106.Contig_2,NZ_CP065936.1:c284085-282517,95.156,1569,76,0,56537,58105,1569,1,0,2477,NZ_CP065936.1:c284085-282517 radA [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92779397] [chromosome=],radA,Cylindrospermopsis raciborskii Cr2010,92779397
CYANO_106.Contig_2,NZ_JACJTO010000009.1:117224-119689,78.805,2109,429,16,2842,4941,2459,360,0,1402,NZ_JACJTO010000009.1:117224-119689 recG [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217704] [chromosome=],recG,Aphanizomenon flos-aquae FACHB-1287,78217704
CYANO_106.Contig_2,NZ_CP020114.1:1494535-1497006,74.13,1983,481,27,2881,4847,2426,460,0,791,NZ_CP020114.1:1494535-1497006 recG [organism=Nodularia spumigena UHCC 0039] [GeneID=78016614] [chromosome=],recG,Nodularia spumigena UHCC 0039,78016614
CYANO_106.Contig_2,NZ_KE384657.1:c38707-37184,81.257,939,174,2,56586,57523,1484,547,0,758,NZ_KE384657.1:c38707-37184 radA [organism=Dolichospermum circinale AWQC131C] [GeneID=78014539] [chromosome=],radA,Dolichospermum circinale AWQC131C,78014539
CYANO_106.Contig_2,NZ_AESD01000714.1:c2746-287,74.554,1289,310,17,2974,4253,2321,1042,4.93e-155,547,NZ_AESD01000714.1:c2746-287 recG [organism=Crocosphaera watsonii WH 0003] [GeneID=88768144] [chromosome=],recG,Crocosphaera watsonii WH 0003,88768144
CYANO_106.Contig_2,NZ_JACJTO010000022.1:5217-6737,79.433,282,57,1,57660,57940,474,193,5.72e-50,198,NZ_JACJTO010000022.1:5217-6737 radA [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218662] [chromosome=],radA,Aphanizomenon flos-aquae FACHB-1287,78218662
CYANO_106.Contig_3,NZ_CP065936.1:191293-194172,94.583,2880,132,5,30570,33425,1,2880,0,4433,NZ_CP065936.1:191293-194172 uvrA [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92779321] [chromosome=],uvrA,Cylindrospermopsis raciborskii Cr2010,92779321
CYANO_106.Contig_3,NZ_KE384613.1:50020-52932,79.735,2038,399,10,31380,33410,847,2877,0,1463,NZ_KE384613.1:50020-52932 uvrA [organism=Dolichospermum circinale AWQC131C] [GeneID=78013208] [chromosome=],uvrA,Dolichospermum circinale AWQC131C,78013208
CYANO_106.Contig_3,NZ_KE384613.1:50020-52932,80.593,675,127,3,30631,31303,59,731,3.61e-146,518,NZ_KE384613.1:50020-52932 uvrA [organism=Dolichospermum circinale AWQC131C] [GeneID=78013208] [chromosome=],uvrA,Dolichospermum circinale AWQC131C,78013208
CYANO_106.Contig_3,NZ_JACJTO010000021.1:c66481-63539,78.778,2078,408,31,31348,33410,848,2907,0,1363,NZ_JACJTO010000021.1:c66481-63539 uvrA [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218646] [chromosome=],uvrA,Aphanizomenon flos-aquae FACHB-1287,78218646
CYANO_106.Contig_3,NZ_JACJTO010000021.1:c66481-63539,80.333,661,126,3,30633,31291,61,719,4.7e-140,497,NZ_JACJTO010000021.1:c66481-63539 uvrA [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218646] [chromosome=],uvrA,Aphanizomenon flos-aquae FACHB-1287,78218646
CYANO_106.Contig_3,NZ_CP020114.1:1383340-1386210,75.427,2808,634,49,30633,33409,49,2831,0,1312,NZ_CP020114.1:1383340-1386210 uvrA [organism=Nodularia spumigena UHCC 0039] [GeneID=78016526] [chromosome=],uvrA,Nodularia spumigena UHCC 0039,78016526
CYANO_106.Contig_3,NZ_CP065936.1:224962-226071,87.365,1108,134,1,61836,62943,1,1102,0,1266,NZ_CP065936.1:224962-226071 recF [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92779347] [chromosome=],recF,Cylindrospermopsis raciborskii Cr2010,92779347
CYANO_106.Contig_3,NZ_LAHB01000066.1:14261-17194,74.883,2775,655,38,30633,33386,103,2856,0,1225,NZ_LAHB01000066.1:14261-17194 uvrA [organism=Nostoc linckia z6] [GeneID=57097684] [chromosome=],uvrA,Nostoc linckia z6,57097684
CYANO_106.Contig_3,NZ_AESD01000518.1:420-3281,75.11,1362,318,18,31989,33339,1396,2747,3.46e-176,617,NZ_AESD01000518.1:420-3281 uvrA [organism=Crocosphaera watsonii WH 0003] [GeneID=88766995] [chromosome=],uvrA,Crocosphaera watsonii WH 0003,88766995
CYANO_106.Contig_3,NZ_JACJTO010000044.1:29549-30664,75.254,1083,237,25,61862,62929,28,1094,1.02e-136,486,NZ_JACJTO010000044.1:29549-30664 recF [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78219716] [chromosome=],recF,Aphanizomenon flos-aquae FACHB-1287,78219716
CYANO_106.Contig_3,NZ_KE384611.1:20879-21994,74.241,1087,246,26,61836,62905,1,1070,2.25e-118,425,NZ_KE384611.1:20879-21994 recF [organism=Dolichospermum circinale AWQC131C] [GeneID=78013004] [chromosome=],recF,Dolichospermum circinale AWQC131C,78013004
CYANO_106.Contig_3,NZ_CP020114.1:c3753248-3752118,73.254,1088,259,27,61862,62926,28,1106,3.84e-101,368,NZ_CP020114.1:c3753248-3752118 recF [organism=Nodularia spumigena UHCC 0039] [GeneID=78018567] [chromosome=],recF,Nodularia spumigena UHCC 0039,78018567
CYANO_106.Contig_3,NZ_JXYX01000008.1:214032-216905,74.175,848,198,16,30658,31492,38,877,1.4e-90,333,NZ_JXYX01000008.1:214032-216905 uvrA [organism=Microcystis aeruginosa NIES-88] [GeneID=66707956] [chromosome=],uvrA,Microcystis aeruginosa NIES-88,66707956
CYANO_106.Contig_3,NZ_LR882952.1:3185638-3188601,74.722,629,155,4,30633,31259,52,678,6.66e-74,278,NZ_LR882952.1:3185638-3188601 uvrA [organism=Planktothrix agardhii] [GeneID=77289122] [chromosome=I],uvrA,Planktothrix agardhii,77289122
CYANO_106.Contig_7,NZ_CP065936.1:627637-627936,96.667,300,10,0,37912,38211,1,300,1.11e-140,499,NZ_CP065936.1:627637-627936 ssb [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92779724] [chromosome=],ssb,Cylindrospermopsis raciborskii Cr2010,92779724
CYANO_106.Contig_9,NZ_CP065936.1:2811061-2813625,95.596,2566,101,3,35384,37949,1,2554,0,4102,NZ_CP065936.1:2811061-2813625 mutS [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92781704] [chromosome=],mutS,Cylindrospermopsis raciborskii Cr2010,92781704
CYANO_106.Contig_9,NZ_JACJTO010000025.1:c30911-28323,76.704,2567,556,37,35390,37932,13,2561,0,1389,NZ_JACJTO010000025.1:c30911-28323 mutS [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218882] [chromosome=],mutS,Aphanizomenon flos-aquae FACHB-1287,78218882
CYANO_106.Contig_9,NZ_KE384599.1:c2617-29,76.599,2564,564,33,35390,37932,13,2561,0,1378,NZ_KE384599.1:c2617-29 mutS [organism=Dolichospermum circinale AWQC131C] [GeneID=78012183] [chromosome=],mutS,Dolichospermum circinale AWQC131C,78012183
CYANO_106.Contig_9,NZ_AJLL01000034.1:c27036-24415,71.957,2539,648,55,35444,37944,79,2591,0,686,NZ_AJLL01000034.1:c27036-24415 mutS [organism=Fischerella thermalis PCC 7521] [GeneID=35797707] [chromosome=],mutS,Fischerella thermalis PCC 7521,35797707
CYANO_106.Contig_9,NZ_LAHB01000054.1:c38656-35963,79.655,580,116,2,37358,37936,2086,2664,1.1e-115,416,NZ_LAHB01000054.1:c38656-35963 mutS [organism=Nostoc linckia z6] [GeneID=57097203] [chromosome=],mutS,Nostoc linckia z6,57097203
CYANO_106.Contig_11,NZ_CP065936.1:2751755-2754202,96.201,2448,90,1,17025,19469,2448,1,0,4002,NZ_CP065936.1:2751755-2754202 C6N34_RS12555 [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92781650] [chromosome=],C6N34_RS12555,Cylindrospermopsis raciborskii Cr2010,92781650
CYANO_106.Contig_11,NZ_CP065936.1:2759464-2761836,92.577,2398,128,8,9432,11804,2373,1,0,3397,NZ_CP065936.1:2759464-2761836 recJ [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92781655] [chromosome=],recJ,Cylindrospermopsis raciborskii Cr2010,92781655
CYANO_106.Contig_11,NZ_CP020114.1:c2600812-2598359,75.587,1065,232,22,18226,19282,1232,188,2.39e-141,501,NZ_CP020114.1:c2600812-2598359 BMF81_RS11540 [organism=Nodularia spumigena UHCC 0039] [GeneID=78017585] [chromosome=],BMF81_RS11540,Nodularia spumigena UHCC 0039,78017585
CYANO_106.Contig_11,NZ_LAHB01000022.1:56880-59330,73.296,1247,309,18,18216,19457,1240,13,6.83e-122,436,NZ_LAHB01000022.1:56880-59330 VF07_RS16585 [organism=Nostoc linckia z6] [GeneID=57094818] [chromosome=],VF07_RS16585,Nostoc linckia z6,57094818
CYANO_106.Contig_12,NZ_CP065936.1:c2399438-2398872,97.178,567,16,0,24162,24728,567,1,0,959,NZ_CP065936.1:c2399438-2398872 recR [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92781306] [chromosome=],recR,Cylindrospermopsis raciborskii Cr2010,92781306
CYANO_106.Contig_20,NZ_CP065936.1:c939913-937751,96.764,2163,70,0,24574,26736,1,2163,0,3607,NZ_CP065936.1:c939913-937751 recQ [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92780012] [chromosome=],recQ,Cylindrospermopsis raciborskii Cr2010,92780012
CYANO_106.Contig_20,NZ_KE384629.1:c9741-7552,78.182,1815,386,10,24574,26383,1,1810,0,1149,NZ_KE384629.1:c9741-7552 recQ [organism=Dolichospermum circinale AWQC131C] [GeneID=78013877] [chromosome=],recQ,Dolichospermum circinale AWQC131C,78013877
CYANO_106.Contig_20,NZ_JACJTO010000018.1:1320-3509,78.072,1815,378,17,24574,26378,1,1805,0,1129,NZ_JACJTO010000018.1:1320-3509 recQ [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218366] [chromosome=],recQ,Aphanizomenon flos-aquae FACHB-1287,78218366
CYANO_106.Contig_22,NZ_CP065936.1:3751441-3753438,96.496,1998,70,0,10224,12221,1,1998,0,3302,NZ_CP065936.1:3751441-3753438 uvrB [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92782524] [chromosome=],uvrB,Cylindrospermopsis raciborskii Cr2010,92782524
CYANO_106.Contig_22,NZ_KE384619.1:c14724-12727,77.744,1968,418,18,10233,12190,10,1967,0,1190,NZ_KE384619.1:c14724-12727 uvrB [organism=Dolichospermum circinale AWQC131C] [GeneID=78013467] [chromosome=],uvrB,Dolichospermum circinale AWQC131C,78013467
CYANO_106.Contig_29,NZ_CP065936.1:978207-978839,95.447,637,25,1,11657,12293,1,633,0,1013,NZ_CP065936.1:978207-978839 lexA [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92780053] [chromosome=],lexA,Cylindrospermopsis raciborskii Cr2010,92780053
CYANO_106.Contig_33,NZ_CP065936.1:1179097-1180545,95.583,1449,64,0,9304,10752,1,1449,0,2322,NZ_CP065936.1:1179097-1180545 C6N34_RS05380 [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92780229] [chromosome=],C6N34_RS05380,Cylindrospermopsis raciborskii Cr2010,92780229
CYANO_106.Contig_33,NZ_KE384604.1:24243-25682,70.523,1452,380,42,9304,10731,1,1428,5.31e-71,267,NZ_KE384604.1:24243-25682 ACIR131C_RS0108635 [organism=Dolichospermum circinale AWQC131C] [GeneID=78012631] [chromosome=],ACIR131C_RS0108635,Dolichospermum circinale AWQC131C,78012631
CYANO_106.Contig_45,NZ_CP065936.1:c2018766-2017693,96.834,1074,34,0,10975,12048,1,1074,0,1796,NZ_CP065936.1:c2018766-2017693 recA [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92780985] [chromosome=],recA,Cylindrospermopsis raciborskii Cr2010,92780985
CYANO_106.Contig_46,NZ_CP065936.1:c1151754-1150639,96.502,1115,39,0,16232,17346,1,1115,0,1844,NZ_CP065936.1:c1151754-1150639 ruvB [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92780203] [chromosome=],ruvB,Cylindrospermopsis raciborskii Cr2010,92780203
CYANO_106.Contig_50,NZ_CP065936.1:c2116201-2114903,95.381,1299,60,0,7635,8933,1,1299,0,2067,NZ_CP065936.1:c2116201-2114903 sigC [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92781058] [chromosome=],sigC,Cylindrospermopsis raciborskii Cr2010,92781058
CYANO_106.Contig_50,NZ_LAHB01000015.1:c109909-108659,76.051,1094,252,9,7845,8933,163,1251,1.75e-159,560,NZ_LAHB01000015.1:c109909-108659 sigC [organism=Nostoc linckia z6] [GeneID=57094167] [chromosome=],sigC,Nostoc linckia z6,57094167
CYANO_106.Contig_51,NZ_CP065936.1:844274-845995,95.428,1728,73,1,744,2471,1722,1,0,2748,NZ_CP065936.1:844274-845995 recN [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92779933] [chromosome=],recN,Cylindrospermopsis raciborskii Cr2010,92779933
CYANO_106.Contig_51,NZ_CP047242.1:4055998-4057746,72.922,1540,379,31,948,2471,1518,1,3.75e-141,499,NZ_CP047242.1:4055998-4057746 recN [organism=Trichormus variabilis 0441] [GeneID=58724912] [chromosome=],recN,Trichormus variabilis 0441,58724912
CYANO_106.Contig_75,NZ_CP065936.1:c2133247-2132603,97.519,645,16,0,8992,9636,645,1,0,1103,NZ_CP065936.1:c2133247-2132603 ruvA [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92781071] [chromosome=],ruvA,Cylindrospermopsis raciborskii Cr2010,92781071
CYANO_106.Contig_77,NZ_CP065936.1:c1419321-1418902,94.762,420,22,0,8953,9372,1,420,0,654,NZ_CP065936.1:c1419321-1418902 mutT [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92780459] [chromosome=],mutT,Cylindrospermopsis raciborskii Cr2010,92780459
CYANO_106.Contig_85,NZ_CP065936.1:c1886757-1884934,96.054,963,38,0,5007,5969,862,1824,0,1568,NZ_CP065936.1:c1886757-1884934 recJ [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92780872] [chromosome=],recJ,Cylindrospermopsis raciborskii Cr2010,92780872
CYANO_106.Contig_85,NZ_CP065936.1:c1886757-1884934,96.071,840,33,0,4185,5024,1,840,0,1369,NZ_CP065936.1:c1886757-1884934 recJ [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92780872] [chromosome=],recJ,Cylindrospermopsis raciborskii Cr2010,92780872
CYANO_106.Contig_108,NZ_CP065936.1:1280496-1282148,96.249,1653,62,0,5024,6676,1653,1,0,2710,NZ_CP065936.1:1280496-1282148 mutL [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92780319] [chromosome=],mutL,Cylindrospermopsis raciborskii Cr2010,92780319
CYANO_106.Contig_116,NZ_CP065936.1:2907633-2908235,92.869,603,43,0,3043,3645,603,1,0,876,NZ_CP065936.1:2907633-2908235 C6N34_RS13235 [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92781786] [chromosome=],C6N34_RS13235,Cylindrospermopsis raciborskii Cr2010,92781786
CYANO_106.Contig_129,NZ_CP065936.1:2181246-2181746,92.814,501,36,0,3591,4091,1,501,0,726,NZ_CP065936.1:2181246-2181746 ruvC [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92781116] [chromosome=],ruvC,Cylindrospermopsis raciborskii Cr2010,92781116
CYANO_106.Contig_158,NZ_CP065936.1:c3200925-3199030,95.085,1241,61,0,3102,4342,1895,655,0,1954,NZ_CP065936.1:c3200925-3199030 uvrC [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92782063] [chromosome=],uvrC,Cylindrospermopsis raciborskii Cr2010,92782063
CYANO_45.Contig_1,NZ_LR882952.1:888775-890772,99.8,1998,4,0,335448,337445,1,1998,0,3668,NZ_LR882952.1:888775-890772 uvrB [organism=Planktothrix agardhii] [GeneID=77286964] [chromosome=I],uvrB,Planktothrix agardhii,77286964
CYANO_45.Contig_1,NZ_LR882952.1:825531-827390,100,1860,0,0,270597,272456,1,1860,0,3435,NZ_LR882952.1:825531-827390 uvrC [organism=Planktothrix agardhii] [GeneID=77286894] [chromosome=I],uvrC,Planktothrix agardhii,77286894
CYANO_45.Contig_1,NZ_LR882952.1:c878638-878027,98.693,612,8,0,324972,325583,612,1,0,1086,NZ_LR882952.1:c878638-878027 recR [organism=Planktothrix agardhii] [GeneID=77286949] [chromosome=I],recR,Planktothrix agardhii,77286949
CYANO_45.Contig_1,NZ_LR882952.1:c878638-878027,97.462,197,5,0,324227,324423,612,416,5.31e-91,337,NZ_LR882952.1:c878638-878027 recR [organism=Planktothrix agardhii] [GeneID=77286949] [chromosome=I],recR,Planktothrix agardhii,77286949
CYANO_45.Contig_1,NZ_JACJTO010000016.1:c84639-82762,74.471,1371,325,16,270626,271991,33,1383,4.81e-161,569,NZ_JACJTO010000016.1:c84639-82762 uvrC [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218295] [chromosome=],uvrC,Aphanizomenon flos-aquae FACHB-1287,78218295
CYANO_45.Contig_1,NZ_KE384623.1:141568-143448,72.924,1385,341,24,270618,271991,25,1386,6.54e-125,449,NZ_KE384623.1:141568-143448 uvrC [organism=Dolichospermum circinale AWQC131C] [GeneID=78013707] [chromosome=],uvrC,Dolichospermum circinale AWQC131C,78013707
CYANO_45.Contig_1,NZ_JXYX01000003.1:285054-286931,77.778,693,152,2,270711,271402,118,809,1.1e-117,425,NZ_JXYX01000003.1:285054-286931 uvrC [organism=Microcystis aeruginosa NIES-88] [GeneID=66706686] [chromosome=],uvrC,Microcystis aeruginosa NIES-88,66706686
CYANO_45.Contig_1,NZ_JXYX01000003.1:285054-286931,72.126,696,165,20,271783,272453,1178,1869,7.32e-45,183,NZ_JXYX01000003.1:285054-286931 uvrC [organism=Microcystis aeruginosa NIES-88] [GeneID=66706686] [chromosome=],uvrC,Microcystis aeruginosa NIES-88,66706686
CYANO_45.Contig_1,NZ_AESD01000514.1:2053-3888,73.068,1359,298,50,270675,272005,37,1355,5.12e-116,420,NZ_AESD01000514.1:2053-3888 uvrC [organism=Crocosphaera watsonii WH 0003] [GeneID=88766978] [chromosome=],uvrC,Crocosphaera watsonii WH 0003,88766978
CYANO_45.Contig_1,NZ_CP065936.1:c3200925-3199030,73.16,924,215,22,271077,271991,505,1404,1.94e-80,302,NZ_CP065936.1:c3200925-3199030 uvrC [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92782063] [chromosome=],uvrC,Cylindrospermopsis raciborskii Cr2010,92782063
CYANO_45.Contig_1,NZ_CP065936.1:c2399438-2398872,75.217,577,123,18,324972,325538,567,1,1.53e-66,255,NZ_CP065936.1:c2399438-2398872 recR [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92781306] [chromosome=],recR,Cylindrospermopsis raciborskii Cr2010,92781306
CYANO_45.Contig_2,NZ_LR882952.1:3843913-3845499,99.307,1587,11,0,302334,303920,1,1587,0,2870,NZ_LR882952.1:3843913-3845499 radA [organism=Planktothrix agardhii] [GeneID=77289712] [chromosome=I],radA,Planktothrix agardhii,77289712
CYANO_45.Contig_2,NZ_LR882952.1:c3766327-3764780,99.935,1548,1,0,230752,232299,1548,1,0,2854,NZ_LR882952.1:c3766327-3764780 NMG88_RS17475 [organism=Planktothrix agardhii] [GeneID=77289632] [chromosome=I],NMG88_RS17475,Planktothrix agardhii,77289632
CYANO_45.Contig_2,NZ_LR882952.1:c3666574-3666056,100,519,0,0,130822,131340,519,1,0,959,NZ_LR882952.1:c3666574-3666056 ruvC [organism=Planktothrix agardhii] [GeneID=77289546] [chromosome=I],ruvC,Planktothrix agardhii,77289546
CYANO_45.Contig_2,NZ_LR882952.1:c3655166-3654753,100,414,0,0,119676,120089,414,1,0,765,NZ_LR882952.1:c3655166-3654753 mutT [organism=Planktothrix agardhii] [GeneID=77289533] [chromosome=I],mutT,Planktothrix agardhii,77289533
CYANO_45.Contig_2,NZ_CP020114.1:c2388482-2386908,76.344,837,196,2,302964,303799,589,1424,2.14e-124,448,NZ_CP020114.1:c2388482-2386908 radA [organism=Nodularia spumigena UHCC 0039] [GeneID=78017402] [chromosome=],radA,Nodularia spumigena UHCC 0039,78017402
CYANO_45.Contig_2,NZ_CP047242.1:c3607546-3606023,75.09,831,195,12,302963,303787,552,1376,2.85e-103,377,NZ_CP047242.1:c3607546-3606023 radA [organism=Trichormus variabilis 0441] [GeneID=58724548] [chromosome=],radA,Trichormus variabilis 0441,58724548
CYANO_45.Contig_2,NZ_JACJTO010000022.1:5217-6737,75.249,804,189,8,303013,303811,599,1397,3.69e-102,374,NZ_JACJTO010000022.1:5217-6737 radA [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218662] [chromosome=],radA,Aphanizomenon flos-aquae FACHB-1287,78218662
CYANO_45.Contig_2,NZ_KE384657.1:c38707-37184,74.791,837,195,14,302963,303791,555,1383,7.98e-99,363,NZ_KE384657.1:c38707-37184 radA [organism=Dolichospermum circinale AWQC131C] [GeneID=78014539] [chromosome=],radA,Dolichospermum circinale AWQC131C,78014539
CYANO_45.Contig_3,NZ_LR882952.1:933256-933792,100,537,0,0,23263,23799,1,537,0,992,NZ_LR882952.1:933256-933792 NMG88_RS04350 [organism=Planktothrix agardhii] [GeneID=77287007] [chromosome=I],NMG88_RS04350,Planktothrix agardhii,77287007
CYANO_45.Contig_6,NZ_LR882952.1:2770426-2772612,99.954,2187,1,0,23539,25725,2187,1,0,4034,NZ_LR882952.1:2770426-2772612 recQ [organism=Planktothrix agardhii] [GeneID=77288743] [chromosome=I],recQ,Planktothrix agardhii,77288743
CYANO_45.Contig_6,NZ_JANQDJ010000018.1:69116-71290,75.072,690,159,13,24200,24883,1502,820,5.82e-83,309,NZ_JANQDJ010000018.1:69116-71290 recQ [organism=Umezakia ovalisporum Ak1311] [GeneID=83683854] [chromosome=],recQ,Umezakia ovalisporum Ak1311,83683854
CYANO_45.Contig_12,NZ_LR882952.1:2067445-2069868,99.959,2424,1,0,76001,78424,2424,1,0,4471,NZ_LR882952.1:2067445-2069868 NMG88_RS09570 [organism=Planktothrix agardhii] [GeneID=77288051] [chromosome=I],NMG88_RS09570,Planktothrix agardhii,77288051
CYANO_45.Contig_13,NZ_LR882952.1:4391193-4392281,99.541,1089,5,0,14658,15746,1089,1,0,1984,NZ_LR882952.1:4391193-4392281 recA [organism=Planktothrix agardhii] [GeneID=77290159] [chromosome=I],recA,Planktothrix agardhii,77290159
CYANO_45.Contig_13,NZ_LAHB01000028.1:11747-12823,76.254,897,208,5,14789,15683,948,55,4.16e-132,472,NZ_LAHB01000028.1:11747-12823 recA [organism=Nostoc linckia z6] [GeneID=57095343] [chromosome=],recA,Nostoc linckia z6,57095343
CYANO_45.Contig_14,NZ_LR882952.1:2905382-2905909,99.621,528,2,0,82798,83325,1,528,0,965,NZ_LR882952.1:2905382-2905909 NMG88_RS13645 [organism=Planktothrix agardhii] [GeneID=77288866] [chromosome=I],NMG88_RS13645,Planktothrix agardhii,77288866
CYANO_45.Contig_16,NZ_LR882952.1:c1965230-1962858,99.958,2373,1,0,12235,14607,2373,1,0,4377,NZ_LR882952.1:c1965230-1962858 recJ [organism=Planktothrix agardhii] [GeneID=77287952] [chromosome=I],recJ,Planktothrix agardhii,77287952
CYANO_45.Contig_24,NZ_LR882952.1:4703243-4704967,99.826,1725,3,0,23877,25601,1,1725,0,3169,NZ_LR882952.1:4703243-4704967 recN [organism=Planktothrix agardhii] [GeneID=77290437] [chromosome=I],recN,Planktothrix agardhii,77290437
