gene_callers_id,source,accession,function,e_value,contig,genome
87610,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.0999999999999999e-38,CYBIM_39.Contig_21,CYBIM_39
87611,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),6.1e-128,CYBIM_39.Contig_21,CYBIM_39
87646,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_39.Contig_22,CYBIM_39
89155,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_51.Contig_4,CYBIM_51
89816,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_51.Contig_22,CYBIM_51
90003,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.6999999999999997e-212,CYBIM_51.Contig_30,CYBIM_51
90006,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),7.8e-15,CYBIM_51.Contig_30,CYBIM_51
90013,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.3e-140,CYBIM_51.Contig_30,CYBIM_51
90471,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_51.Contig_54,CYBIM_51
91321,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",1.0999999999999999e-296,CYBIM_51.Contig_129,CYBIM_51
91662,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_52.Contig_1,CYBIM_52
91740,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_52.Contig_1,CYBIM_52
92949,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",9.499999999999999e-301,CYBIM_52.Contig_20,CYBIM_52
94321,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_52.Contig_88,CYBIM_52
95668,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),5.0999999999999995e-24,CYBIM_60_1.Contig_10,CYBIM_60_1
95673,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),2.6999999999999995e-218,CYBIM_60_1.Contig_10,CYBIM_60_1
95884,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),3.2999999999999997e-38,CYBIM_60_1.Contig_14,CYBIM_60_1
96392,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",6.7e-306,CYBIM_60_1.Contig_22,CYBIM_60_1
96463,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_60_1.Contig_24,CYBIM_60_1
97636,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_60_1.Contig_60,CYBIM_60_1
97708,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),9.999999999999999e-26,CYBIM_60_1.Contig_63,CYBIM_60_1
98011,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_60_1.Contig_87,CYBIM_60_1
98737,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.5999999999999999e-127,CYBIM_63.Contig_3,CYBIM_63
99133,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,CYBIM_63.Contig_6,CYBIM_63
99716,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_63.Contig_12,CYBIM_63
100765,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.5999999999999998e-218,CYBIM_63.Contig_31,CYBIM_63
100789,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_63.Contig_32,CYBIM_63
101005,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_63.Contig_38,CYBIM_63
102602,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),9.6e-128,CYBIM_67.Contig_11,CYBIM_67
102693,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.5999999999999998e-218,CYBIM_67.Contig_13,CYBIM_67
103253,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,CYBIM_67.Contig_27,CYBIM_67
104457,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_67.Contig_113,CYBIM_67
104801,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_67.Contig_176,CYBIM_67
104850,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.1e-86,CYBIM_67.Contig_188,CYBIM_67
105020,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),1.5e-8,CYBIM_67.Contig_207,CYBIM_67
105707,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,CYBIM_73_1.Contig_5,CYBIM_73_1
106049,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),4.899999999999999e-102,CYBIM_73_1.Contig_9,CYBIM_73_1
106316,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.6000000000000002e-23,CYBIM_73_1.Contig_12,CYBIM_73_1
106728,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.5999999999999998e-218,CYBIM_73_1.Contig_20,CYBIM_73_1
107232,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_73_1.Contig_32,CYBIM_73_1
107520,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),4.3e-306,CYBIM_73_1.Contig_41,CYBIM_73_1
108311,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),7.4e-98,CYBIM_73_1.Contig_86,CYBIM_73_1
108412,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_73_1.Contig_106,CYBIM_73_1
109375,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",9.8e-298,CYBIM_73.Contig_4,CYBIM_73
109569,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_73.Contig_6,CYBIM_73
110759,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_73.Contig_16,CYBIM_73
111138,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_73.Contig_22,CYBIM_73
111616,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),7.7e-15,CYBIM_76.Contig_1,CYBIM_76
111617,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),3.4e-10,CYBIM_76.Contig_1,CYBIM_76
111715,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",1.8999999999999997e-303,CYBIM_76.Contig_1,CYBIM_76
111982,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_76.Contig_2,CYBIM_76
113415,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_76.Contig_11,CYBIM_76
113722,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_76.Contig_15,CYBIM_76
113961,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_76.Contig_18,CYBIM_76
114985,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",1.6e-278,CYBIM_77.Contig_2,CYBIM_77
115614,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_77.Contig_6,CYBIM_77
115907,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.2e-121,CYBIM_77.Contig_9,CYBIM_77
116556,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_77.Contig_17,CYBIM_77
117483,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_77.Contig_39,CYBIM_77
118734,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,CYBIM_80.Contig_29,CYBIM_80
118971,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_80.Contig_42,CYBIM_80
119505,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_80.Contig_87,CYBIM_80
119558,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_80.Contig_94,CYBIM_80
120009,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),3.8999999999999997e-53,CYBIM_80.Contig_161,CYBIM_80
120315,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_89.Contig_1,CYBIM_89
120457,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",1.5999999999999999e-289,CYBIM_89.Contig_2,CYBIM_89
121067,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_89.Contig_6,CYBIM_89
121163,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_89.Contig_6,CYBIM_89
123759,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_90.Contig_6,CYBIM_90
124172,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_90.Contig_12,CYBIM_90
124756,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_90.Contig_23,CYBIM_90
125346,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,CYBIM_90.Contig_44,CYBIM_90
127134,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.1e-99,CYBIM_93.Contig_4,CYBIM_93
127673,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_93.Contig_7,CYBIM_93
127803,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_93.Contig_8,CYBIM_93
128301,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_93.Contig_15,CYBIM_93
128745,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,CYBIM_93.Contig_21,CYBIM_93
129079,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_93.Contig_26,CYBIM_93
130209,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,CYBIM_94.Contig_3,CYBIM_94
130394,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,CYBIM_94.Contig_7,CYBIM_94
131649,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",4.6999999999999993e-300,CYBIM_94.Contig_53,CYBIM_94
131939,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,CYBIM_94.Contig_73,CYBIM_94
133497,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),2.8e-15,CYBIM_96.Contig_36,CYBIM_96
133505,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),2.0999999999999997e-174,CYBIM_96.Contig_36,CYBIM_96
133728,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),6.8e-16,CYBIM_96.Contig_54,CYBIM_96
133948,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),6.899999999999998e-197,CYBIM_96.Contig_78,CYBIM_96
134263,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,CYBIM_96.Contig_114,CYBIM_96
134308,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),5.2e-273,CYBIM_96.Contig_121,CYBIM_96
134522,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),1.3e-226,CYBIM_96.Contig_148,CYBIM_96
135823,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",2.5e-7,DOLIS_105.Contig_1,DOLIS_105
136782,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,DOLIS_105.Contig_32,DOLIS_105
136823,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),3.8e-114,DOLIS_105.Contig_34,DOLIS_105
137522,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),2.5e-272,DOLIS_105.Contig_68,DOLIS_105
137617,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,DOLIS_105.Contig_75,DOLIS_105
138618,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.2e-140,DOLIS_105.Contig_145,DOLIS_105
139129,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",3.3e-42,DOLIS_105.Contig_190,DOLIS_105
139643,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,DOLIS_105.Contig_246,DOLIS_105
139786,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),1.4e-189,DOLIS_105.Contig_265,DOLIS_105
140759,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,DOLIS_105.Contig_454,DOLIS_105
141691,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,DOLIS_187.Contig_8,DOLIS_187
141709,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,DOLIS_187.Contig_8,DOLIS_187
142154,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,DOLIS_187.Contig_13,DOLIS_187
143426,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,DOLIS_187.Contig_38,DOLIS_187
144311,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",3.6e-41,DOLIS_187.Contig_66,DOLIS_187
144559,COG20_FUNCTION,COG0210!!!COG2176,"Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR)!!!DNA polymerase III, alpha subunit (gram-positive type) (PolC)",3.2999999999999995e-300,DOLIS_187.Contig_78,DOLIS_187
144830,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.3999999999999998e-111,DOLIS_187.Contig_94,DOLIS_187
145114,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,DOLIS_187.Contig_114,DOLIS_187
146016,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),2.3999999999999995e-183,DOLIS_36.Contig_91,DOLIS_36
146958,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",4.699999999999999e-304,DOLIS_36.Contig_310,DOLIS_36
147273,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.5999999999999998e-109,DOLIS_36.Contig_400,DOLIS_36
148203,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,DOLIS_53.Contig_41,DOLIS_53
148716,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),3.8e-86,DOLIS_53.Contig_118,DOLIS_53
149568,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),1.1e-95,DOLIS_53.Contig_292,DOLIS_53
149665,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),1.1e-9,DOLIS_53.Contig_314,DOLIS_53
149762,COG20_FUNCTION,COG0210!!!COG0847,"Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR)!!!DNA polymerase III, epsilon subunit or related 3'-5' exonuclease (DnaQ) (PDB:1J53)",7e-14,DOLIS_53.Contig_337,DOLIS_53
149785,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),4.1999999999999994e-113,DOLIS_53.Contig_342,DOLIS_53
149883,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),3.6999999999999996e-234,DOLIS_53.Contig_366,DOLIS_53
150184,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),2.5e-11,DOLIS_53.Contig_444,DOLIS_53
150227,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),2.4e-306,DOLIS_53.Contig_457,DOLIS_53
150355,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",2.7e-51,DOLIS_53.Contig_493,DOLIS_53
150911,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,MCYST_100.Contig_10,MCYST_100
152847,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),1.1e-42,MCYST_100.Contig_287,MCYST_100
153315,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),2.0999999999999996e-97,MCYST_100.Contig_396,MCYST_100
153728,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,MCYST_100.Contig_510,MCYST_100
154181,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),2.5999999999999994e-120,MCYST_157.Contig_8,MCYST_157
155409,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.4e-110,MCYST_157.Contig_154,MCYST_157
156099,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,MCYST_157.Contig_273,MCYST_157
156264,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),6e-50,MCYST_157.Contig_302,MCYST_157
156348,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),6.3e-290,MCYST_157.Contig_320,MCYST_157
156481,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.4e-234,MCYST_157.Contig_346,MCYST_157
158675,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),2.1e-109,MCYST_162_1.Contig_64,MCYST_162_1
159044,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,MCYST_162_1.Contig_116,MCYST_162_1
159170,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",1e-21,MCYST_162_1.Contig_136,MCYST_162_1
160551,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,MCYST_162_1.Contig_415,MCYST_162_1
160942,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,MCYST_162_1.Contig_520,MCYST_162_1
161081,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),2.5e-128,MCYST_162_1.Contig_559,MCYST_162_1
161592,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),1.4e-18,MCYST_162_2.Contig_6,MCYST_162_2
161890,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",2.8e-137,MCYST_162_2.Contig_31,MCYST_162_2
162235,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,MCYST_162_2.Contig_69,MCYST_162_2
162801,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),2.4e-263,MCYST_162_2.Contig_157,MCYST_162_2
163563,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,MCYST_162_2.Contig_324,MCYST_162_2
163762,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),4.1e-27,MCYST_162_2.Contig_367,MCYST_162_2
165155,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,MCYST_162.Contig_30,MCYST_162
165271,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.6999999999999998e-73,MCYST_162.Contig_43,MCYST_162
165556,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),8.099999999999999e-164,MCYST_162.Contig_83,MCYST_162
165941,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,MCYST_162.Contig_148,MCYST_162
166651,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,MCYST_162.Contig_305,MCYST_162
167618,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),9.3e-12,MCYST_24.Contig_55,MCYST_24
167662,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,MCYST_24.Contig_63,MCYST_24
168369,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",4.4e-34,MCYST_24.Contig_193,MCYST_24
169895,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,MCYST_2.Contig_4,MCYST_2
171881,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,MCYST_2.Contig_57,MCYST_2
172089,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,MCYST_2.Contig_66,MCYST_2
172333,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.2e-109,MCYST_2.Contig_76,MCYST_2
172740,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",2.3999999999999997e-38,MCYST_2.Contig_99,MCYST_2
173348,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,MCYST_2.Contig_137,MCYST_2
173599,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,MCYST_2.Contig_157,MCYST_2
175784,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,MCYST_31.Contig_40,MCYST_31
176192,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),8.799999999999999e-108,MCYST_31.Contig_59,MCYST_31
176410,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,MCYST_31.Contig_71,MCYST_31
177235,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,MCYST_31.Contig_140,MCYST_31
178616,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,MCYST_31.Contig_381,MCYST_31
179374,COG20_FUNCTION,COG0322,"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",2.3999999999999996e-250,MCYST_56.Contig_7,MCYST_56
180945,COG20_FUNCTION,COG0556,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),0,MCYST_56.Contig_59,MCYST_56
181414,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),1.2999999999999997e-111,MCYST_56.Contig_81,MCYST_56
181731,COG20_FUNCTION,COG0178,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,MCYST_56.Contig_98,MCYST_56
182077,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),8.2e-261,MCYST_56.Contig_122,MCYST_56
182931,COG20_FUNCTION,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,MCYST_56.Contig_190,MCYST_56
